season,game_id,game_date,home_team_id,away_team_id,affected_residual_keys,affected_team_ids,affected_full_core_keys,affected_partial_keys,coverage_reason,partition_class,production_recovery_required
2002-03,20201160,2003-04-13,1610612763,1610612765,27,2,27,0,missing_from_positively_recovered_exact_game_union,legacy_accepted_exclusion_overlap_recovery_required,true
2004-05,20400335,2004-12-17,1610612740,1610612759,20,2,20,0,missing_from_positively_recovered_exact_game_union,legacy_accepted_exclusion_overlap_recovery_required,true
2015-16,21500916,2016-03-04,1610612761,1610612757,28,2,28,0,missing_from_positively_recovered_exact_game_union,legacy_accepted_exclusion_overlap_recovery_required,true
2018-19,21800143,2018-11-05,1610612752,1610612741,20,2,20,0,missing_from_positively_recovered_exact_game_union,legacy_accepted_exclusion_overlap_recovery_required,true
2019-20,21901316,2020-08-14,1610612754,1610612748,29,2,28,1,missing_from_positively_recovered_exact_game_union,legacy_accepted_exclusion_overlap_recovery_required,true
2019-20,21901317,2020-08-14,1610612746,1610612760,29,2,27,2,missing_from_positively_recovered_exact_game_union,legacy_accepted_exclusion_overlap_recovery_required,true
2019-20,21901318,2020-08-14,1610612761,1610612743,29,2,28,1,missing_from_positively_recovered_exact_game_union,legacy_accepted_exclusion_overlap_recovery_required,true
2020-21,22000853,2021-04-16,1610612759,1610612757,27,2,27,0,missing_from_positively_recovered_exact_game_union,legacy_accepted_exclusion_overlap_recovery_required,true
2022-23,22200234,2022-11-18,1610612747,1610612765,23,2,23,0,missing_from_positively_recovered_exact_game_union,legacy_accepted_exclusion_overlap_recovery_required,true
