boundary_reason,games_processed,minutes_on,needs_on,opponent_dreb_off,opponent_dreb_on,opponent_oreb_off,opponent_oreb_on,opponent_rebounds_off,opponent_rebounds_on,player,player_id,query_end_date,query_start_date,season,seconds_off,seconds_on,segment_count,segment_index,source,team_abbr,team_dreb_off,team_dreb_on,team_games_in_window,team_id,team_oreb_off,team_oreb_on,team_rebounds_off,team_rebounds_on,treb_off,treb_on,treb_swing_pp,lock_engine,lock_code_commit,minutes_off,oreb_pct_on,oreb_pct_off,oreb_swing_pp,dreb_pct_on,dreb_pct_off,dreb_swing_pp
season_close,72,2784.0833333333335,False,440,1773,196,745,636,2518,Stephen Jackson,1536,2010-04-14,2009-11-17,2009-10,42115,167045,1,1,roster_tenure_v2,CHA,470,1873,72,1610612766,211,714,681,2587,0.5170842824601367,0.5067580803134182,-1.0326202146718533,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,701.9166666666666,0.2870928829915561,0.3241167434715822,-3.7023860480026096,0.7154316271963331,0.7057057057057057,0.9725921490627454
out_depart,32,405.75,False,805,328,353,114,1158,442,Mikki Moore,1630,2010-01-04,2009-10-27,2009-10,68115,24345,1,1,roster_tenure_v2,GSW,720,267,32,1610612744,267,89,987,356,0.46013986013986014,0.44611528822055135,-1.4024571919308781,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1135.25,0.21342925659472423,0.2490671641791045,-3.563790758438026,0.7007874015748031,0.6710158434296365,2.9771558145166632
season_close,28,811.05,False,354,559,136,183,490,742,Antawn Jamison,1712,2010-04-14,2010-02-18,2009-10,32577,48663,1,1,roster_tenure_v2,CLE,396,588,28,1610612739,146,184,542,772,0.5251937984496124,0.5099075297225891,-1.5286268727023322,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,542.95,0.24764468371467024,0.292,-4.435531628532974,0.7626459143968871,0.7443609022556391,1.8285012141248003
out_trade,51,1594.9166666666667,False,602,1097,235,448,837,1545,Antawn Jamison,1712,2010-02-17,2009-10-27,2009-10,52385,95695,1,1,roster_tenure_v2,WAS,596,1073,51,1610612764,249,460,845,1533,0.5023781212841855,0.4980506822612086,-0.43274390229768867,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,873.0833333333334,0.29543994861913936,0.2925969447708578,0.28430038482815667,0.705456936226167,0.717208182912154,-1.1751246685987038
out_trade,53,819.8166666666667,False,1271,609,511,194,1782,803,Larry Hughes,1716,2010-02-18,2009-10-27,2009-10,105251,49189,1,1,roster_tenure_v2,NYK,1151,554,53,1610612752,451,201,1602,755,0.4734042553191489,0.48459563543003853,1.1191380110889604,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1754.1833333333334,0.24814814814814815,0.2619047619047619,-1.3756613756613771,0.7406417112299465,0.6925391095066186,4.810260172332792
season_close,18,294.6,False,351,193,170,86,521,279,Larry Hughes,1716,2010-04-14,2010-03-13,2009-10,35064,17676,1,1,roster_tenure_v2,CHA,393,189,18,1610612766,157,90,550,279,0.5135387488328664,0.5,-1.3538748832866432,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,584.4,0.31802120141342755,0.3090551181102362,0.8966083303191319,0.6872727272727273,0.6980461811722913,-1.0773453899564078
out_depart,53,498.78333333333336,False,1373,343,571,140,1944,483,Ricky Davis,1729,2010-02-16,2009-10-27,2009-10,123013,29927,1,1,roster_tenure_v2,LAC,1399,309,53,1610612746,559,129,1958,438,0.5017939518195798,0.4755700325732899,-2.622391924628986,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2050.2166666666667,0.2733050847457627,0.2893374741200828,-1.603238937432011,0.688195991091314,0.7101522842639594,-2.195629317264536
season_close,49,654.7333333333333,False,1128,447,455,177,1583,624,Rafer Alston,1747,2010-04-14,2010-01-07,2009-10,103936,39284,1,1,roster_tenure_v2,MIA,1187,446,49,1610612748,424,187,1611,633,0.5043832185347527,0.5035799522673031,-0.08032662674495317,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1732.2666666666667,0.2949526813880126,0.27319587628865977,2.175680509935285,0.7158908507223114,0.7228989037758831,-0.7008053053571661
out_depart,33,722.7833333333333,False,632,534,233,209,865,743,Rafer Alston,1747,2010-01-05,2009-10-27,2009-10,51673,43367,1,1,roster_tenure_v2,NJN,542,461,34,1610612751,237,183,779,644,0.4738442822384428,0.46431146359048303,-0.9532818647959795,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,861.2166666666667,0.25523012552301255,0.2727272727272727,-1.7497147204260155,0.6880597014925374,0.6993548387096774,-1.1295137217140039
out_depart,15,7.9,False,482,3,186,4,668,7,Ryan Bowen,1763,2009-11-25,2009-10-27,2009-10,43026,474,1,1,roster_tenure_v2,OKC,485,9,15,1610612760,185,7,670,16,0.5007473841554559,0.6956521739130435,19.49047897575875,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,717.1,0.7,0.2773613193403298,42.26386806596702,0.6923076923076923,0.7228017883755589,-3.049409606786657
season_close,74,1116.95,False,1634,779,662,339,2296,1118,Earl Boykins,1863,2010-04-14,2009-11-11,2009-10,147903,67017,1,1,roster_tenure_v2,WAS,1660,706,74,1610612764,685,340,2345,1046,0.5052790346907994,0.4833641404805915,-2.191489421020787,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2465.05,0.30384271671134944,0.29538594221647263,0.8456774494876806,0.6755980861244019,0.7149009474590869,-3.930286133468508
season_close,59,292.45,False,1834,215,713,79,2547,294,Jonathan Bender,1886,2010-04-14,2009-12-13,2009-10,153573,17547,1,1,roster_tenure_v2,NYK,1683,201,59,1610612752,618,77,2301,278,0.4746287128712871,0.486013986013986,1.1385273142698882,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2559.55,0.2636986301369863,0.25203915171288743,1.1659478424098868,0.7178571428571429,0.7024207011686143,1.5436441688528535
out_depart,54,313.15,False,1606,196,642,92,2248,288,Kenny Thomas,1903,2010-02-18,2009-10-27,2009-10,138531,18789,1,1,roster_tenure_v2,SAC,1582,209,54,1610612758,701,103,2283,312,0.5038622820569411,0.52,1.613771794305896,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2308.85,0.34448160535117056,0.30385782401387085,4.062378133729972,0.6943521594684385,0.7113309352517986,-1.6978775783360045
out_trade,52,61.583333333333336,False,1856,47,555,13,2411,60,Francisco Elson,1922,2010-02-18,2009-10-27,2009-10,148165,3695,1,1,roster_tenure_v2,MIL,1687,30,52,1610612749,734,14,2421,44,0.5010347682119205,0.4230769230769231,-7.7957845134997426,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2469.4166666666665,0.22950819672131148,0.2833976833976834,-5.388948667637192,0.6976744186046512,0.7524531668153435,-5.4778748210692285
season_close,29,4.116666666666666,False,928,3,372,1,1300,4,Francisco Elson,1922,2010-04-14,2010-02-19,2009-10,83573,247,1,1,roster_tenure_v2,PHI,888,3,29,1610612755,356,3,1244,6,0.4889937106918239,0.6,11.100628930817608,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1392.8833333333334,0.5,0.2772585669781931,22.274143302180686,0.75,0.7047619047619048,4.523809523809518
out_depart,61,23.133333333333333,False,2203,18,913,8,3116,26,Raja Bell,1952,2010-03-22,2009-11-17,2009-10,174892,1388,1,1,roster_tenure_v2,GSW,1876,15,61,1610612744,686,5,2562,20,0.4512152166255724,0.43478260869565216,-1.643260792992024,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2914.866666666667,0.21739130434782608,0.23745240567670475,-2.0061101328878674,0.6521739130434783,0.672642524202223,-2.0468611158744765
out_trade,10,157.46666666666667,False,224,101,77,29,301,130,Raja Bell,1952,2009-11-16,2009-10-27,2009-10,19952,9448,1,1,roster_tenure_v2,CHA,216,108,10,1610612766,93,59,309,167,0.5065573770491804,0.5622895622895623,5.573218524038193,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,332.53333333333336,0.36875,0.29337539432176657,7.537460567823345,0.7883211678832117,0.7372013651877133,5.111980269549843
out_trade,53,678.05,False,1324,484,546,181,1870,665,Tyrus Thomas,200748,2010-02-18,2009-10-27,2009-10,113757,40683,1,1,roster_tenure_v2,CHI,1370,528,53,1610612741,594,173,1964,701,0.5122587376108503,0.513177159590044,0.09184219791936732,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1895.95,0.2633181126331811,0.3096976016684046,-4.637948903522348,0.7447108603667136,0.7150313152400835,2.967954512663018
season_close,30,542.1833333333333,False,544,365,257,150,801,515,Tyrus Thomas,200748,2010-04-14,2010-02-19,2009-10,54769,32531,1,1,roster_tenure_v2,CHA,609,371,30,1610612766,226,165,835,536,0.5103911980440098,0.5099904852521409,-0.040071279186892905,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,912.8166666666667,0.3113207547169811,0.2935064935064935,1.7814261210487625,0.7120921305182342,0.7032332563510393,0.8858874167194886
out_trade,36,238.98333333333332,False,1059,177,400,73,1459,250,Hilton Armstrong,200756,2010-01-11,2009-10-27,2009-10,89941,14339,1,1,roster_tenure_v2,NOH,992,156,36,1610612740,420,54,1412,210,0.49181469871125044,0.45652173913043476,-3.5292959580815686,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1499.0166666666667,0.23376623376623376,0.2839756592292089,-5.020942546297516,0.6812227074235808,0.7126436781609196,-3.142097073733874
out_depart,26,40.266666666666666,False,870,33,340,8,1210,41,Hilton Armstrong,200756,2010-04-09,2010-02-19,2009-10,73064,2416,1,1,roster_tenure_v2,HOU,818,26,26,1610612745,341,14,1159,40,0.48923596454200086,0.49382716049382713,0.4591195951826277,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1217.7333333333333,0.2978723404255319,0.2815854665565648,1.62868738689671,0.7647058823529411,0.7063903281519862,5.831555420095491
out_trade,18,55.983333333333334,False,586,36,220,14,806,50,Hilton Armstrong,200756,2010-02-18,2010-01-12,2009-10,49081,3359,1,1,roster_tenure_v2,SAC,575,33,18,1610612758,258,18,833,51,0.5082367297132397,0.504950495049505,-0.32862346637347883,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,818.0166666666667,0.3333333333333333,0.3056872037914692,2.764612954186413,0.7021276595744681,0.7232704402515723,-2.114278067710418
out_trade,53,1662.1833333333334,False,549,1059,233,430,782,1489,Ronnie Brewer,200758,2010-02-18,2009-10-27,2009-10,53209,99731,1,1,roster_tenure_v2,UTA,651,1109,53,1610612762,256,387,907,1496,0.53700414446418,0.5011725293132329,-3.5831615150947127,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,886.8166666666667,0.2676348547717842,0.31801242236024846,-5.037756758846424,0.7205977907732294,0.7364253393665159,-1.58275485932865
season_close,29,79.71666666666667,False,866,63,332,21,1198,84,Ronnie Brewer,200758,2010-04-14,2010-02-19,2009-10,79937,4783,1,1,roster_tenure_v2,MEM,912,53,29,1610612763,422,30,1334,83,0.5268562401263823,0.49700598802395207,-2.985025210243025,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1332.2833333333333,0.3225806451612903,0.327639751552795,-0.5059106391504697,0.7162162162162162,0.7331189710610932,-1.6902754844877022
season_close,29,530.7,False,616,387,229,152,845,539,Sergio Rodriguez,200771,2010-04-14,2010-02-19,2009-10,52278,31842,1,1,roster_tenure_v2,NYK,576,339,29,1610612752,215,114,791,453,0.4834963325183374,0.4566532258064516,-2.6843106711885776,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,871.3,0.2275449101796407,0.25872442839951865,-3.117951821987794,0.6904276985743381,0.715527950310559,-2.510025173622099
out_trade,54,516.95,False,1480,322,588,146,2068,468,Sergio Rodriguez,200771,2010-02-18,2009-10-27,2009-10,126303,31017,1,1,roster_tenure_v2,SAC,1422,369,54,1610612758,653,151,2075,520,0.5008447984552257,0.5263157894736842,2.547099101845851,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2105.05,0.3192389006342495,0.3061415846225973,1.3097316011652205,0.7165048543689321,0.7074626865671642,0.904216780176792
out_depart,8,7.983333333333333,False,262,7,96,3,358,10,Paul Davis,200781,2009-11-11,2009-10-27,2009-10,22561,479,1,1,roster_tenure_v2,WAS,268,3,8,1610612764,107,1,375,4,0.5115961800818554,0.2857142857142857,-22.588189436756966,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,376.01666666666665,0.125,0.2899728997289973,-16.497289972899733,0.5,0.7362637362637363,-23.62637362637363
season_close,48,223.31666666666666,False,1479,158,561,61,2040,219,Chris Quinn,200809,2010-04-14,2010-01-06,2009-10,126041,13399,1,1,roster_tenure_v2,NJN,1329,147,48,1610612751,575,39,1904,186,0.4827586206896552,0.45925925925925926,-2.349936143039594,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2100.6833333333334,0.19796954314720813,0.27994157740993186,-8.197203426272374,0.7067307692307693,0.7031746031746032,0.35561660561660435
out_depart,9,12.65,False,292,13,131,4,423,17,Pops Mensah-Bonsu,200822,2009-11-13,2009-10-27,2009-10,25461,759,1,1,roster_tenure_v2,HOU,271,9,9,1610612745,125,2,396,11,0.4835164835164835,0.39285714285714285,-9.065934065934067,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,424.35,0.13333333333333333,0.2997601918465228,-16.642685851318948,0.6923076923076923,0.6741293532338308,1.817833907386146
out_depart,25,107.01666666666667,False,710,74,327,34,1037,108,Pops Mensah-Bonsu,200822,2010-01-05,2009-11-17,2009-10,65879,6421,1,1,roster_tenure_v2,TOR,735,70,25,1610612761,291,34,1026,104,0.4973339796412991,0.49056603773584906,-0.6767941905450048,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1097.9833333333333,0.3148148148148148,0.2907092907092907,2.4105524105524134,0.6730769230769231,0.692090395480226,-1.9013472403302867
out_depart,8,11.766666666666667,True,269,13,94,0,363,13,Mike Harris,200839,2010-01-06,2009-12-23,2009-10,22334,706,2,1,roster_tenure_v2,HOU,254,10,8,1610612745,94,5,348,15,0.48945147679324896,0.5357142857142857,4.626280892103674,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,372.23333333333335,0.2777777777777778,0.25895316804407714,1.8824609733700648,1.0,0.7298850574712644,27.011494252873558
season_close,13,70.58333333333333,True,386,60,136,19,522,79,Mike Harris,200839,2010-04-14,2010-03-24,2009-10,33505,4235,2,2,roster_tenure_v2,HOU,343,49,13,1610612745,158,34,501,83,0.4897360703812317,0.5123456790123457,2.2609608631114053,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,558.4166666666666,0.3617021276595745,0.29044117647058826,7.126095118898624,0.7205882352941176,0.7160751565762005,0.4513078717917174
out_depart,5,13.516666666666667,False,156,14,79,6,235,20,Mike Harris,200839,2010-03-06,2010-02-24,2009-10,13889,811,1,1,roster_tenure_v2,WAS,155,12,5,1610612764,66,3,221,15,0.48464912280701755,0.42857142857142855,-5.6077694235589,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,231.48333333333332,0.17647058823529413,0.2972972972972973,-12.082670906200319,0.6666666666666666,0.6623931623931624,0.42735042735042583
season_close,29,134.78333333333333,False,879,98,323,35,1202,133,Acie Law,201151,2010-04-14,2010-02-19,2009-10,76333,8087,1,1,roster_tenure_v2,CHI,925,78,29,1610612741,329,37,1254,115,0.510586319218241,0.4637096774193548,-4.687664179888623,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1272.2166666666667,0.2740740740740741,0.2723509933774834,0.1723080696590662,0.6902654867256637,0.7411858974358975,-5.092041071023379
out_trade,9,66.1,False,270,43,104,32,374,75,Acie Law,201151,2009-11-16,2009-10-27,2009-10,21954,3966,1,1,roster_tenure_v2,GSW,236,46,9,1610612744,88,8,324,54,0.46418338108882523,0.4186046511627907,-4.557872992603452,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,365.9,0.1568627450980392,0.24581005586592178,-8.894731076788256,0.5897435897435898,0.6941176470588235,-10.437405731523375
out_trade,42,32.81666666666667,False,1282,22,521,13,1803,35,Acie Law,201151,2010-02-18,2009-11-17,2009-10,119891,1969,1,1,roster_tenure_v2,CHA,1340,23,42,1610612766,524,10,1864,33,0.5083174256885737,0.4852941176470588,-2.3023308041514925,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1998.1833333333334,0.3125,0.2901439645625692,2.235603543743081,0.6388888888888888,0.7200429876410532,-8.11540987521644
out_trade,54,1405.3333333333333,False,808,937,359,361,1167,1298,Al Thornton,201154,2010-02-17,2009-10-27,2009-10,71500,84320,1,1,roster_tenure_v2,LAC,815,922,54,1610612746,294,404,1109,1326,0.4872583479789104,0.5053353658536586,1.8077017874748191,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1191.6666666666667,0.3012677106636838,0.26678765880217786,3.4480051861505934,0.7186282151208107,0.6942078364565588,2.442037866425184
season_close,31,674.0,False,549,434,231,186,780,620,Al Thornton,201154,2010-04-14,2010-02-18,2009-10,49440,40440,1,1,roster_tenure_v2,WAS,525,443,31,1610612764,229,195,754,638,0.4915254237288136,0.5071542130365659,1.5628789307752355,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,824.0,0.31001589825119236,0.2943444730077121,1.5671425243480253,0.7042925278219396,0.6944444444444444,0.9848083377495209
out_depart,36,227.38333333333333,False,1097,173,417,63,1514,236,Sean Williams,201157,2010-01-11,2009-10-27,2009-10,90037,13643,1,1,roster_tenure_v2,NJN,937,152,37,1610612751,391,64,1328,216,0.4672765657987333,0.4778761061946903,1.0599540395957008,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1500.6166666666666,0.270042194092827,0.26276881720430106,0.7273376888525918,0.7069767441860465,0.6920236336779911,1.4953110508055367
out_depart,39,24.633333333333333,False,1309,22,488,12,1797,34,Alando Tucker,201169,2010-03-22,2009-12-30,2009-10,112042,1478,1,1,roster_tenure_v2,MIN,1290,12,39,1610612750,539,6,1829,18,0.5044125758411473,0.34615384615384615,-15.825872968730115,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1867.3666666666666,0.21428571428571427,0.2916666666666667,-7.738095238095241,0.5,0.7255343082114736,-22.55343082114736
out_trade,32,70.85,False,957,45,472,33,1429,78,Alando Tucker,201169,2009-12-29,2009-10-27,2009-10,87909,4251,1,1,roster_tenure_v2,PHX,1027,44,32,1610612756,379,25,1406,69,0.49594356261022926,0.46938775510204084,-2.6555807508188423,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1465.15,0.35714285714285715,0.2836826347305389,7.346022241231825,0.5714285714285714,0.6851234156104069,-11.36948441818355
out_trade,53,1415.2166666666667,False,856,955,293,383,1149,1338,Carl Landry,201171,2010-02-18,2009-10-27,2009-10,69827,84913,1,1,roster_tenure_v2,HOU,783,944,53,1610612745,334,438,1117,1382,0.4929390997352162,0.5080882352941176,1.5149135558901405,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1163.7833333333333,0.31442928930366115,0.280672268907563,3.3757020396098127,0.7113790504898266,0.7276951672862454,-1.6316116796418756
season_close,28,1053.9333333333334,False,213,747,84,264,297,1011,Carl Landry,201171,2010-04-14,2010-02-19,2009-10,18004,63236,1,1,roster_tenure_v2,SAC,210,713,28,1610612758,86,283,296,996,0.4991568296795953,0.4962630792227205,-0.28937504568747885,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,300.06666666666666,0.27475728155339807,0.28762541806020064,-1.2868136506802574,0.72978505629478,0.7142857142857143,1.5499342009065664
out_depart,6,71.56666666666666,True,144,64,66,13,210,77,Chris Richard,201181,2010-02-18,2010-02-05,2009-10,12986,4294,2,1,roster_tenure_v2,CHI,155,67,6,1610612741,55,16,210,83,0.5,0.51875,1.8750000000000044,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,216.43333333333334,0.2,0.27638190954773867,-7.638190954773866,0.8375,0.7013574660633484,13.614253393665166
season_close,22,152.11666666666667,True,632,114,224,44,856,158,Chris Richard,201181,2010-04-14,2010-03-03,2009-10,54833,9127,2,2,roster_tenure_v2,CHI,676,86,22,1610612741,228,39,904,125,0.5136363636363637,0.4416961130742049,-7.1940250562158745,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,913.8833333333333,0.2549019607843137,0.2651162790697674,-1.0214318285453716,0.6615384615384615,0.7511111111111111,-8.957264957264954
season_close,28,67.3,False,919,41,322,26,1241,67,Dominic McGuire,201187,2010-04-14,2010-02-19,2009-10,77202,4038,1,1,roster_tenure_v2,SAC,882,41,28,1610612758,351,18,1233,59,0.49838318512530316,0.46825396825396826,-3.012921687133491,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1286.7,0.3050847457627119,0.2763779527559055,2.8706793006806395,0.6119402985074627,0.7325581395348837,-12.061784102742102
out_trade,51,239.8,False,1513,186,600,83,2113,269,Dominic McGuire,201187,2010-02-18,2009-10-27,2009-10,133692,14388,1,1,roster_tenure_v2,WAS,1509,160,51,1610612764,634,75,2143,235,0.5035244360902256,0.4662698412698413,-3.725459482038429,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2228.2,0.28735632183908044,0.2952957615277131,-0.7939439688632643,0.6584362139917695,0.7155049786628734,-5.706876467110389
season_close,38,261.18333333333334,False,1086,165,375,68,1461,233,Aaron Gray,201189,2010-04-14,2010-01-26,2009-10,94369,15671,1,1,roster_tenure_v2,NOH,1012,175,38,1610612740,366,80,1378,255,0.4853821768228249,0.5225409836065574,3.715880678373251,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1572.8166666666666,0.32653061224489793,0.25206611570247933,7.44644965424186,0.720164609053498,0.7296322999279019,-0.9467690874403911
out_trade,43,49.733333333333334,False,1417,39,586,13,2003,52,Aaron Gray,201189,2010-01-25,2009-10-27,2009-10,122056,2984,1,1,roster_tenure_v2,CHI,1483,34,43,1610612741,628,15,2111,49,0.5131259115216334,0.48514851485148514,-2.7977396670148313,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2034.2666666666667,0.2777777777777778,0.30709046454767724,-2.931268676989945,0.723404255319149,0.7167713871435476,0.6632868175601381
out_depart,2,0.05,False,73,0,24,0,97,0,JamesOn Curry,201191,2010-01-26,2010-01-22,2009-10,5757,3,1,1,roster_tenure_v2,LAC,73,0,2,1610612746,29,0,102,0,0.5125628140703518,,,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,95.95,,0.28431372549019607,,,0.7525773195876289,
out_depart,37,5.266666666666667,False,1138,2,460,1,1598,3,Coby Karl,201207,2010-01-06,2009-10-27,2009-10,106844,316,1,1,roster_tenure_v2,CLE,1267,4,37,1610612739,420,2,1687,6,0.5135464231354643,0.6666666666666666,15.312024353120234,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1780.7333333333333,0.5,0.26957637997432604,23.042362002567394,0.8,0.7336421540243196,6.63578459756804
out_depart,6,107.96666666666667,False,114,88,41,34,155,122,Coby Karl,201207,2010-02-10,2010-01-31,2009-10,10802,6478,1,1,roster_tenure_v2,GSW,119,66,6,1610612744,42,27,161,93,0.509493670886076,0.4325581395348837,-7.69355313511923,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,180.03333333333333,0.23478260869565218,0.2692307692307692,-3.444816053511704,0.66,0.74375,-8.375
season_close,44,1423.4166666666667,False,553,1090,235,455,788,1545,Anthony Tolliver,201229,2010-04-14,2010-01-17,2009-10,41615,85405,1,1,roster_tenure_v2,GSW,458,944,44,1610612744,169,329,627,1273,0.4431095406360424,0.4517388218594748,0.8629281223432372,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,693.5833333333334,0.23185341789992953,0.23407202216066483,-0.22186042607353074,0.6747676912080057,0.6608946608946609,1.3873030313344858
out_depart,7,4.216666666666667,False,216,4,80,1,296,5,Anthony Tolliver,201229,2009-12-29,2009-12-17,2009-10,19907,253,1,1,roster_tenure_v2,POR,210,3,7,1610612757,87,0,297,3,0.5008431703204047,0.375,-12.58431703204047,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,331.78333333333336,0.0,0.2871287128712871,-28.71287128712871,0.75,0.7241379310344828,2.5862068965517238
season_close,45,141.98333333333332,False,1337,77,577,40,1914,117,Mario West,201238,2010-04-14,2010-01-12,2009-10,122281,8519,1,1,roster_tenure_v2,ATL,1328,109,45,1610612737,591,40,1919,149,0.5006522306287503,0.5601503759398496,5.949814531109931,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2038.0166666666667,0.3418803418803419,0.3065352697095436,3.5345072170798297,0.7315436241610739,0.6971128608923884,3.443076326868544
season_close,29,28.883333333333333,False,956,21,344,14,1300,35,Joe Alexander,201570,2010-04-14,2010-02-19,2009-10,82687,1733,1,1,roster_tenure_v2,CHI,991,12,29,1610612741,356,10,1347,22,0.5088779750661125,0.38596491228070173,-12.29130627854108,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1378.1166666666666,0.3225806451612903,0.27134146341463417,5.123918174665615,0.46153846153846156,0.7423220973782771,-28.07836358398156
out_trade,52,98.56666666666666,False,1542,71,657,29,2199,100,J.R. Giddens,201592,2010-02-18,2009-10-27,2009-10,144746,5914,1,1,roster_tenure_v2,BOS,1640,71,52,1610612738,530,30,2170,101,0.49668116273746854,0.5024875621890548,0.580639945158623,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2412.4333333333334,0.297029702970297,0.2557915057915058,4.123819717879123,0.71,0.7139747496734872,-0.397474967348721
season_close,29,140.43333333333334,False,916,87,343,38,1259,125,J.R. Giddens,201592,2010-04-14,2010-02-19,2009-10,75694,8426,1,1,roster_tenure_v2,NYK,829,86,29,1610612752,282,47,1111,133,0.46877637130801686,0.5155038759689923,4.672750466097542,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,1261.5666666666666,0.35074626865671643,0.2353923205342237,11.535394812249272,0.6935483870967742,0.7073378839590444,-1.3789496862270156
out_trade,53,54.3,False,1783,28,665,11,2448,39,Joey Dorsey,201595,2010-02-18,2009-10-27,2009-10,151482,3258,1,1,roster_tenure_v2,HOU,1681,46,53,1610612745,746,26,2427,72,0.4978461538461538,0.6486486486486487,15.080249480249485,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,2524.7,0.48148148148148145,0.29497825227362595,18.650322920785552,0.8070175438596491,0.716538789428815,9.04787544308341
out_depart,20,52.416666666666664,False,669,30,258,11,927,41,Joey Dorsey,201595,2010-03-29,2010-02-19,2009-10,55055,3145,1,1,roster_tenure_v2,SAC,645,36,20,1610612758,241,18,886,54,0.4886927744070601,0.5684210526315789,7.972827822451883,historical_recovered_completion,2f930c27ee596536e610129bc80f2b6106ec0ba4,917.5833333333334,0.375,0.26483516483516484,11.016483516483516,0.7659574468085106,0.7142857142857143,5.167173252279634
