season,player_id,team_id,player,canonical_classification,current_selected_source_layer,covered_before_safe_lock,safe_lock_source_supplied,safe_lock_value_valid,newly_resolved_by_safe_lock,selected_source_layer_after_safe_lock,covered_after_safe_lock,team_oreb_on,team_dreb_on,opponent_oreb_on,opponent_dreb_on,team_oreb_off,team_dreb_off,opponent_oreb_off,opponent_dreb_off,seconds_on,seconds_off,games_processed,safe_treb_on,safe_treb_off,safe_treb_swing_pp,safe_lock_segment_rows,locked_treb_on,locked_treb_off,locked_treb_swing_pp,safe_vs_locked_on_diff_pp,safe_vs_locked_off_diff_pp,safe_vs_locked_swing_diff_pp,safe_vs_locked_max_abs_diff_pp,material_numeric_conflict_gt_0_01pp
2019-20,1626147,1610612751,Justin Anderson,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,29.0,90.0,27.0,91.0,144.0,448.0,124.0,464.0,6440.0,34180.0,14.0,0.5021097046413502,0.5016949152542373,0.04147893871129238,2.0,0.5021097046413502,0.5016949152542373,0.04147893871129238,0.0,0.0,0.0,0.0,False
2019-20,1626149,1610612746,Montrezl Harrell,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626153,1610612742,Delon Wright,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626156,1610612744,D'Angelo Russell,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,254.0,757.0,308.0,868.0,382.0,1096.0,354.0,1172.0,63623.0,87637.0,52.0,0.46227709190672156,0.49201065246338216,-2.97335605566606,1.0,0.46227709190672156,0.49201065246338216,-2.97335605566606,0.0,0.0,0.0,0.0,False
2019-20,1626156,1610612750,D'Angelo Russell,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,106.0,306.0,100.0,331.0,64.0,179.0,63.0,229.0,23502.0,16818.0,14.0,0.4887307236061684,0.4542056074766355,3.4525116129532907,1.0,0.4887307236061684,0.4542056074766355,3.4525116129532907,0.0,0.0,0.0,0.0,False
2019-20,1626157,1610612750,Karl-Anthony Towns,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626158,1610612758,Richaun Holmes,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626159,1610612748,Justise Winslow,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,92.0,288.0,73.0,269.0,452.0,1655.0,517.0,1473.0,21135.0,125265.0,50.0,0.5263157894736842,0.5142787405418598,1.2037048931824335,1.0,0.5263157894736842,0.5142787405418598,1.2037048931824335,0.0,0.0,0.0,0.0,False
2019-20,1626161,1610612742,Willie Cauley-Stein,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,41.0,136.0,46.0,125.0,337.0,1039.0,299.0,1018.0,9418.0,78182.0,30.0,0.5086206896551724,0.5109543260304493,-0.23336363752769484,1.0,0.5086206896551724,0.5109543260304493,-0.23336363752769484,0.0,0.0,0.0,0.0,False
2019-20,1626161,1610612744,Willie Cauley-Stein,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,210.0,699.0,251.0,770.0,386.0,986.0,348.0,1057.0,56432.0,80428.0,47.0,0.4709844559585492,0.49405833633417356,-2.3073880375624354,1.0,0.4709844559585492,0.49405833633417356,-2.3073880375624354,0.0,0.0,0.0,0.0,False
2019-20,1626162,1610612756,Kelly Oubre Jr.,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626163,1610612756,Frank Kaminsky,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626164,1610612756,Devin Booker,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
