expected_team_games,extra_ledger_games,game_ids,ledger_games,matched_windows,player_id,prior_status,prior_tenure_identity_source,reconstructed_games,season,status,team_id,window_provenance
82,0,0022101214|0022101216,0,1,1630613,NO_EXACT_TENURE_IDENTITY,,2,2021-22,TARGET_GAME_COUNT_MISMATCH,1610612754,"[{""tenure_start"":""2022-04-07"",""tenure_end"":""2022-04-10"",""team_games_in_window"":2,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,0,0022100852|0022100860|0022100881|0022100893|0022100897|0022100925|0022100938|0022100951|0022100965|0022100979|0022100986|0022101018|0022101023|0022101040|0022101052|0022101065|0022101078|0022101091|0022101113|0022101130|0022101143|0022101157|0022101174|0022101185|0022101194|0022101211|0022101222,0,1,1630598,NO_EXACT_TENURE_IDENTITY,,27,2021-22,REJECT:AUDITED_COUNT_DRIFT,1610612760,"[{""tenure_start"":""2022-02-12"",""tenure_end"":""2022-04-10"",""team_games_in_window"":26,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,0,0022200012|0022200026|0022200035|0022200051|0022200064|0022200078|0022200095|0022200119|0022200138|0022200154|0022200160|0022200176|0022200196|0022200219|0022200230|0022200246|0022200258|0022200268|0022200285|0022200305|0022200320|0022200327|0022200344|0022200362|0022200376|0022200393|0022200422|0022200437|0022200450|0022200465|0022200489|0022200497|0022200514|0022200522|0022200535|0022200549|0022200557|0022200579|0022200588|0022200609|0022200624|0022200639|0022200653|0022200667|0022200676|0022200688|0022200702|0022200716|0022200723|0022200741|0022200768|0022200783|0022200801|0022200806|0022200820|0022200831|0022200847|0022200861|0022200881|0022200886|0022200907|0022200918|0022200926|0022200952|0022200975|0022200989|0022201002|0022201014|0022201029|0022201042|0022201055|0022201063|0022201083|0022201109|0022201126|0022201147|0022201160|0022201175|0022201183|0022201201|0022201213|0022201227,68,1,203932,BLOCKED_VALIDATION,schedule_audited_tenure_identity,82,2022-23,EXACT_RETAINED_SCHEDULE_AUDITED_TENURE_IDENTITY,1610612743,"[{""tenure_start"":""2022-10-18"",""tenure_end"":""2023-04-09"",""team_games_in_window"":82,""start_source"":""core affiliation + no in-season acquisition event"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""high"",""same_day_resolution"":""not_applicable_no_transaction_boundary"",""audit_flags"":[]}]"
82,0,0022200014|0022200027|0022200037|0022200051|0022200065|0022200080|0022200116|0022200130|0022200139|0022200150|0022200159|0022200175|0022200190|0022200209|0022200221|0022200238|0022200251|0022200261|0022200274|0022200290|0022200311|0022200324|0022200343|0022200351|0022200376|0022200394|0022200407|0022200420|0022200436|0022200441|0022200458|0022200474|0022200489|0022200504|0022200536|0022200559|0022200571|0022200580|0022200597|0022200616|0022200631|0022200647|0022200654|0022200667|0022200682|0022200705|0022200711|0022200727|0022200751|0022200763|0022200771|0022200787|0022200796|0022200815|0022200830|0022200843|0022200867|0022200872|0022200894|0022200917|0022200931|0022200941|0022200947|0022200966|0022200977|0022200986|0022200998|0022201017|0022201034|0022201053|0022201069|0022201091|0022201104|0022201120|0022201127|0022201145|0022201159|0022201166|0022201184|0022201199|0022201215|0022201230,62,1,1629014,BLOCKED_VALIDATION,schedule_audited_tenure_identity,82,2022-23,EXACT_RETAINED_SCHEDULE_AUDITED_TENURE_IDENTITY,1610612757,"[{""tenure_start"":""2022-10-18"",""tenure_end"":""2023-04-09"",""team_games_in_window"":82,""start_source"":""core affiliation + no in-season acquisition event"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""high"",""same_day_resolution"":""not_applicable_no_transaction_boundary"",""audit_flags"":[]}]"
82,32,0022200928|0022200940|0022200951|0022200968|0022200982|0022200990|0022201011|0022201018|0022201031|0022201044|0022201064|0022201082|0022201096|0022201106|0022201120|0022201134|0022201142|0022201149|0022201172|0022201187|0022201200|0022201226,50,1,1630322,NO_EXACT_TENURE_IDENTITY,,22,2022-23,TARGET_GAME_COUNT_MISMATCH,1610612760,"[{""tenure_start"":""2023-02-27"",""tenure_end"":""2023-04-09"",""team_games_in_window"":22,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,50,0022200769|0022200895|0022200912|0022200923|0022200942|0022200956|0022200973|0022200985|0022200999|0022201016|0022201028|0022201049|0022201059|0022201077|0022201083|0022201098|0022201119|0022201130|0022201151|0022201168|0022201179|0022201191|0022201204|0022201222,74,1,1630692,NO_EXACT_TENURE_IDENTITY,,24,2022-23,REJECT:AUDITED_COUNT_DRIFT,1610612764,"[{""tenure_start"":""2023-02-24"",""tenure_end"":""2023-04-09"",""team_games_in_window"":23,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,6,0022200091|0022200100|0022200113|0022200120|0022200146|0022200163|0022200178|0022200186|0022200199|0022200223|0022200234|0022200242|0022200258|0022200270|0022200283|0022200295|0022200309|0022200325|0022200347|0022200361|0022200371|0022200383|0022200396|0022200414|0022200429|0022200447|0022200461|0022200467|0022200481|0022200499|0022200515|0022200532|0022200544|0022200559|0022200573|0022200585|0022200596|0022200612|0022200618|0022200632|0022200648|0022200678|0022200706|0022200731|0022200743|0022200761|0022200769|0022200785|0022200794|0022200808|0022200822|0022200835|0022200856|0022200877|0022200888|0022200903|0022200919|0022200934|0022200957|0022200977|0022200992|0022201006|0022201020|0022201028|0022201042|0022201066|0022201078|0022201099|0022201122|0022201142|0022201155|0022201169|0022201177|0022201189|0022201203|0022201223,59,1,202711,NO_EXACT_TENURE_IDENTITY,,76,2022-23,REJECT:AUDITED_COUNT_DRIFT,1610612765,"[{""tenure_start"":""2022-10-30"",""tenure_end"":""2023-04-09"",""team_games_in_window"":75,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,71,0022201095|0022201101|0022201113|0022201134|0022201148|0022201163|0022201176|0022201202|0022201218,80,1,1630208,NO_EXACT_TENURE_IDENTITY,,9,2022-23,TARGET_GAME_COUNT_MISMATCH,1610612766,"[{""tenure_start"":""2023-03-22"",""tenure_end"":""2023-04-09"",""team_games_in_window"":9,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,50,0022200919|0022200933|0022200946|0022200965|0022200979|0022200992|0022201005|0022201015|0022201027|0022201047|0022201071|0022201095|0022201101|0022201113|0022201134|0022201148|0022201163|0022201176|0022201202|0022201218,70,1,1631121,NO_EXACT_TENURE_IDENTITY,,20,2022-23,TARGET_GAME_COUNT_MISMATCH,1610612766,"[{""tenure_start"":""2023-02-26"",""tenure_end"":""2023-04-09"",""team_games_in_window"":20,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,44,0022301195,45,1,1630346,NO_EXACT_TENURE_IDENTITY,,1,2023-24,TARGET_GAME_COUNT_MISMATCH,1610612740,"[{""tenure_start"":""2024-04-13"",""tenure_end"":""2024-04-14"",""team_games_in_window"":1,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,0,0022300005|0022300025|0022300051|0022300060|0022300062|0022300087|0022300096|0022300108|0022300126|0022300142|0022300145|0022300169|0022300176|0022300186|0022300201|0022300207|0022300224|0022300236|0022300273|0022300280|0022300308|0022300325|0022300339|0022300348|0022300362|0022300386|0022300399|0022300402|0022300426|0022300444|0022300463|0022300478|0022300490|0022300504|0022300525|0022300536|0022300545|0022300560|0022300576|0022300589|0022300626|0022300632|0022300650|0022300673|0022300693|0022300699|0022300717|0022300727|0022300733|0022300757|0022300769|0022300789|0022300802|0022300811|0022300824|0022300834|0022300852|0022300860|0022300872|0022300899|0022300907|0022300921|0022300936|0022300952|0022300973|0022300988|0022301001|0022301016|0022301031|0022301044|0022301049|0022301062|0022301085|0022301097|0022301113|0022301142|0022301155|0022301169|0022301182|0022301198|0022301214|0022301222,73,1,1630541,BLOCKED_VALIDATION,schedule_audited_tenure_identity,82,2023-24,EXACT_RETAINED_SCHEDULE_AUDITED_TENURE_IDENTITY,1610612744,"[{""tenure_start"":""2023-10-24"",""tenure_end"":""2024-04-14"",""team_games_in_window"":82,""start_source"":""core affiliation + no in-season acquisition event"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""high"",""same_day_resolution"":""not_applicable_no_transaction_boundary"",""audit_flags"":[]}]"
82,0,0022300005|0022300025|0022300051|0022300060|0022300062|0022300087|0022300096|0022300108|0022300126|0022300142|0022300145|0022300169|0022300176|0022300186|0022300201|0022300207|0022300224|0022300236|0022300273|0022300280|0022300308|0022300325|0022300339|0022300348|0022300362|0022300386|0022300399|0022300402|0022300426|0022300444|0022300463|0022300478|0022300490|0022300504|0022300525|0022300536|0022300545|0022300560|0022300576|0022300589|0022300626|0022300632|0022300650|0022300673|0022300693|0022300699|0022300717|0022300727|0022300733|0022300757|0022300769|0022300789|0022300802|0022300811|0022300824|0022300834|0022300852|0022300860|0022300872|0022300899|0022300907|0022300921|0022300936|0022300952|0022300973|0022300988|0022301001|0022301016|0022301031|0022301044|0022301049|0022301062|0022301085|0022301097|0022301113|0022301142|0022301155|0022301169|0022301182|0022301198|0022301214|0022301222,79,1,202691,BLOCKED_VALIDATION,schedule_audited_tenure_identity,82,2023-24,EXACT_RETAINED_SCHEDULE_AUDITED_TENURE_IDENTITY,1610612744,"[{""tenure_start"":""2023-10-24"",""tenure_end"":""2024-04-14"",""team_games_in_window"":82,""start_source"":""core affiliation + no in-season acquisition event"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""high"",""same_day_resolution"":""not_applicable_no_transaction_boundary"",""audit_flags"":[]}]"
82,31,0022300866|0022300879|0022300887|0022300902|0022300918|0022300930|0022300947|0022300968|0022300981|0022300993|0022301007|0022301019|0022301036|0022301050|0022301066|0022301078|0022301089|0022301106|0022301128|0022301141|0022301160|0022301175|0022301192,54,1,1630592,NO_EXACT_TENURE_IDENTITY,,23,2023-24,TARGET_GAME_COUNT_MISMATCH,1610612751,"[{""tenure_start"":""2024-03-01"",""tenure_end"":""2024-04-14"",""team_games_in_window"":23,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,0,0022300013|0022300021|0022300032|0022300051|0022300073|0022300083|0022300099|0022300113|0022300131|0022300141|0022300146|0022300161|0022300184|0022300206|0022300223|0022300235|0022300252|0022300272|0022300278|0022300298|0022300316|0022300331|0022300345|0022300361|0022300376|0022300398|0022300412|0022300427|0022300437|0022300448|0022300460|0022300477|0022300497|0022300519|0022300541|0022300548|0022300559|0022300571|0022300584|0022300594|0022300608|0022300622|0022300641|0022300649|0022300665|0022300681|0022300696|0022300703|0022300730|0022300734|0022300750|0022300764|0022300785|0022300803|0022300813|0022300825|0022300838|0022300853|0022300877|0022300891|0022300908|0022300921|0022300936|0022300942|0022300965|0022300981|0022300994|0022301015|0022301025|0022301039|0022301058|0022301070|0022301085|0022301099|0022301123|0022301140|0022301151|0022301163|0022301180|0022301197|0022301210|0022301223,69,1,1628380,BLOCKED_VALIDATION,schedule_audited_tenure_identity,82,2023-24,EXACT_RETAINED_SCHEDULE_AUDITED_TENURE_IDENTITY,1610612759,"[{""tenure_start"":""2023-10-24"",""tenure_end"":""2024-04-14"",""team_games_in_window"":82,""start_source"":""core affiliation + no in-season acquisition event"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""high"",""same_day_resolution"":""not_applicable_no_transaction_boundary"",""audit_flags"":[]}]"
82,0,0022300013|0022300021|0022300032|0022300051|0022300073|0022300083|0022300099|0022300113|0022300131|0022300141|0022300146|0022300161|0022300184|0022300206|0022300223|0022300235|0022300252|0022300272|0022300278|0022300298|0022300316|0022300331|0022300345|0022300361|0022300376|0022300398|0022300412|0022300427|0022300437|0022300448|0022300460|0022300477|0022300497|0022300519|0022300541|0022300548|0022300559|0022300571|0022300584|0022300594|0022300608|0022300622|0022300641|0022300649|0022300665|0022300681|0022300696|0022300703|0022300730|0022300734|0022300750|0022300764|0022300785|0022300803|0022300813|0022300825|0022300838|0022300853|0022300877|0022300891|0022300908|0022300921|0022300936|0022300942|0022300965|0022300981|0022300994|0022301015|0022301025|0022301039|0022301058|0022301070|0022301085|0022301099|0022301123|0022301140|0022301151|0022301163|0022301180|0022301197|0022301210|0022301223,78,1,1630200,BLOCKED_VALIDATION,schedule_audited_tenure_identity,82,2023-24,EXACT_RETAINED_SCHEDULE_AUDITED_TENURE_IDENTITY,1610612759,"[{""tenure_start"":""2023-10-24"",""tenure_end"":""2024-04-14"",""team_games_in_window"":82,""start_source"":""core affiliation + no in-season acquisition event"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""high"",""same_day_resolution"":""not_applicable_no_transaction_boundary"",""audit_flags"":[]}]"
82,35,0022300537|0022300544|0022300560|0022300582|0022300597|0022300609|0022300621|0022300638|0022300652|0022300663|0022300687|0022300693|0022300706|0022300722|0022300737|0022300751|0022300766|0022300783|0022300790|0022300807|0022300830|0022300845|0022300861|0022300868|0022300879|0022300896|0022300913|0022300931|0022300940|0022300950|0022300972|0022300989|0022301001|0022301015|0022301040|0022301055|0022301075|0022301088|0022301107|0022301121|0022301129|0022301151|0022301158|0022301177|0022301193,72,1,1631246,NO_EXACT_TENURE_IDENTITY,,45,2023-24,TARGET_GAME_COUNT_MISMATCH,1610612763,"[{""tenure_start"":""2024-01-10"",""tenure_end"":""2024-04-14"",""team_games_in_window"":45,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,26,0022300751|0022300766|0022300783|0022300790|0022300807|0022300830|0022300845|0022300861|0022300868|0022300879|0022300896|0022300913|0022300931|0022300940|0022300950|0022300972|0022300989|0022301001|0022301015|0022301040|0022301055|0022301075|0022301088|0022301107|0022301121|0022301129|0022301151|0022301158|0022301177|0022301193,55,1,1641713,NO_EXACT_TENURE_IDENTITY,,30,2023-24,TARGET_GAME_COUNT_MISMATCH,1610612763,"[{""tenure_start"":""2024-02-09"",""tenure_end"":""2024-04-14"",""team_games_in_window"":30,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,16,0022400745|0022400760|0022400782|0022400784|0022400805|0022400812|0022400834|0022400845|0022400864|0022400875|0022400885|0022400901|0022400919|0022400938|0022400957|0022400974|0022400990|0022401005|0022401012|0022401025|0022401047|0022401072|0022401086|0022401100|0022401117|0022401125|0022401143|0022401154|0022401163|0022401183|0022401198,45,1,1642366,NO_EXACT_TENURE_IDENTITY,,31,2024-25,TARGET_GAME_COUNT_MISMATCH,1610612744,"[{""tenure_start"":""2025-02-07"",""tenure_end"":""2025-04-13"",""team_games_in_window"":31,""start_source"":""Official NBA Player Movement feed"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""provisional_high"",""same_day_resolution"":""resolved_by_deterministic_transaction_day_policy"",""audit_flags"":[""transaction_day_policy_applied""]}]"
82,0,0022400015|0022400025|0022400038|0022400057|0022400074|0022400094|0022400109|0022400125|0022400130|0022400146|0022400168|0022400173|0022400183|0022400197|0022400216|0022400224|0022400232|0022400262|0022400269|0022400296|0022400313|0022400331|0022400337|0022400354|0022400370|0022400386|0022400394|0022400405|0022400421|0022400441|0022400451|0022400475|0022400484|0022400498|0022400516|0022400537|0022400552|0022400567|0022400582|0022400592|0022400621|0022400633|0022400671|0022400684|0022400693|0022400703|0022400719|0022400734|0022400743|0022400757|0022400769|0022400795|0022400802|0022400818|0022400833|0022400844|0022400863|0022400871|0022400888|0022400910|0022400925|0022400937|0022400951|0022400964|0022400973|0022400988|0022401003|0022401018|0022401033|0022401046|0022401059|0022401080|0022401086|0022401110|0022401124|0022401139|0022401155|0022401163|0022401182|0022401197|0022401215|0022401218,53,1,1631110,BLOCKED_VALIDATION,schedule_audited_tenure_identity,82,2024-25,EXACT_RETAINED_SCHEDULE_AUDITED_TENURE_IDENTITY,1610612759,"[{""tenure_start"":""2024-10-22"",""tenure_end"":""2025-04-13"",""team_games_in_window"":82,""start_source"":""core affiliation + no in-season acquisition event"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""high"",""same_day_resolution"":""not_applicable_no_transaction_boundary"",""audit_flags"":[]}]"
82,0,0022400015|0022400025|0022400038|0022400057|0022400074|0022400094|0022400109|0022400125|0022400130|0022400146|0022400168|0022400173|0022400183|0022400197|0022400216|0022400224|0022400232|0022400262|0022400269|0022400296|0022400313|0022400331|0022400337|0022400354|0022400370|0022400386|0022400394|0022400405|0022400421|0022400441|0022400451|0022400475|0022400484|0022400498|0022400516|0022400537|0022400552|0022400567|0022400582|0022400592|0022400621|0022400633|0022400671|0022400684|0022400693|0022400703|0022400719|0022400734|0022400743|0022400757|0022400769|0022400795|0022400802|0022400818|0022400833|0022400844|0022400863|0022400871|0022400888|0022400910|0022400925|0022400937|0022400951|0022400964|0022400973|0022400988|0022401003|0022401018|0022401033|0022401046|0022401059|0022401080|0022401086|0022401110|0022401124|0022401139|0022401155|0022401163|0022401182|0022401197|0022401215|0022401218,80,1,203084,BLOCKED_VALIDATION,schedule_audited_tenure_identity,82,2024-25,EXACT_RETAINED_SCHEDULE_AUDITED_TENURE_IDENTITY,1610612759,"[{""tenure_start"":""2024-10-22"",""tenure_end"":""2025-04-13"",""team_games_in_window"":82,""start_source"":""core affiliation + no in-season acquisition event"",""end_source"":""core affiliation + no in-season departure event"",""confidence"":""high"",""same_day_resolution"":""not_applicable_no_transaction_boundary"",""audit_flags"":[]}]"
