canonical_key,season,player_id,team_id,canonical_classification,evidence_classes,source_count,game_id_count,exact_accumulator_candidate,candidate_conflict,has_any_retained_evidence
2003-04|2570|1610612738,2003-04,2570,1610612738,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2571|1610612756,2003-04,2571,1610612756,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2572|1610612742,2003-04,2572,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2574|1610612739,2003-04,2574,1610612739,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2575|1610612747,2003-04,2575,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2580|1610612737,2003-04,2580,1610612737,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2581|1610612764,2003-04,2581,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2584|1610612755,2003-04,2584,1610612755,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2585|1610612753,2003-04,2585,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2586|1610612753,2003-04,2586,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|258|1610612748,2003-04,258,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2590|1610612762,2003-04,2590,1610612762,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2592|1610612754,2003-04,2592,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2594|1610612755,2003-04,2594,1610612755,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2599|1610612738,2003-04,2599,1610612738,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2602|1610612748,2003-04,2602,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2604|1610612763,2003-04,2604,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2605|1610612742,2003-04,2605,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2617|1610612748,2003-04,2617,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|2682|1610612759,2003-04,2682,1610612759,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|270|1610612747,2003-04,270,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|278|1610612740,2003-04,278,1610612740,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|296|1610612747,2003-04,296,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|297|1610612751,2003-04,297,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|299|1610612755,2003-04,299,1610612755,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|324|1610612758,2003-04,324,1610612758,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|348|1610612764,2003-04,348,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|353|1610612740,2003-04,353,1610612740,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|361|1610612744,2003-04,361,1610612744,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|363|1610612764,2003-04,363,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|383|1610612741,2003-04,383,1610612741,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|384|1610612744,2003-04,384,1610612744,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|389|1610612749,2003-04,389,1610612749,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|397|1610612754,2003-04,397,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|406|1610612747,2003-04,406,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|422|1610612744,2003-04,422,1610612744,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|436|1610612753,2003-04,436,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|43|1610612764,2003-04,43,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|441|1610612761,2003-04,441,1610612761,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|446|1610612751,2003-04,446,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|448|1610612763,2003-04,448,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|461|1610612744,2003-04,461,1610612744,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|467|1610612751,2003-04,467,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|468|1610612743,2003-04,468,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|469|1610612740,2003-04,469,1610612740,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|56|1610612747,2003-04,56,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|57|1610612758,2003-04,57,1610612758,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|673|1610612737,2003-04,673,1610612737,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|688|1610612761,2003-04,688,1610612761,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|692|1610612753,2003-04,692,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|693|1610612749,2003-04,693,1610612749,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|696|1610612742,2003-04,696,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|697|1610612750,2003-04,697,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|699|1610612760,2003-04,699,1610612760,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|702|1610612743,2003-04,702,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|708|1610612750,2003-04,708,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|711|1610612764,2003-04,711,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|714|1610612742,2003-04,714,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|718|1610612750,2003-04,718,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|722|1610612765,2003-04,722,1610612765,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|727|1610612755,2003-04,727,1610612755,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|72|1610612754,2003-04,72,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|731|1610612762,2003-04,731,1610612762,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|754|1610612745,2003-04,754,1610612745,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|757|1610612757,2003-04,757,1610612757,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|762|1610612742,2003-04,762,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|763|1610612758,2003-04,763,1610612758,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|788|1610612759,2003-04,788,1610612759,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|84|1610612750,2003-04,84,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|89|1610612744,2003-04,89,1610612744,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|902|1610612748,2003-04,902,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|905|1610612757,2003-04,905,1610612757,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|911|1610612750,2003-04,911,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|915|1610612751,2003-04,915,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|922|1610612765,2003-04,922,1610612765,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|934|1610612755,2003-04,934,1610612755,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|935|1610612747,2003-04,935,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|937|1610612741,2003-04,937,1610612741,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|947|1610612755,2003-04,947,1610612755,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|948|1610612743,2003-04,948,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|951|1610612760,2003-04,951,1610612760,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|952|1610612742,2003-04,952,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|953|1610612763,2003-04,953,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|954|1610612751,2003-04,954,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|955|1610612748,2003-04,955,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|956|1610612744,2003-04,956,1610612744,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|958|1610612760,2003-04,958,1610612760,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|959|1610612742,2003-04,959,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|960|1610612742,2003-04,960,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|961|1610612748,2003-04,961,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|962|1610612738,2003-04,962,1610612738,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|965|1610612747,2003-04,965,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|977|1610612747,2003-04,977,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|978|1610612758,2003-04,978,1610612758,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|979|1610612754,2003-04,979,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|980|1610612739,2003-04,980,1610612739,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|990|1610612759,2003-04,990,1610612759,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2003-04|998|1610612743,2003-04,998,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1032|1610612765,2004-05,1032,1610612765,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1065|1610612749,2004-05,1065,1610612749,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1088|1610612747,2004-05,1088,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|109|1610612759,2004-05,109,1610612759,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1112|1610612765,2004-05,1112,1610612765,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|124|1610612747,2004-05,124,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|136|1610612740,2004-05,136,1610612740,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1442|1610612746,2004-05,1442,1610612746,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1477|1610612759,2004-05,1477,1610612759,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|147|1610612761,2004-05,147,1610612761,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1495|1610612759,2004-05,1495,1610612759,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1497|1610612765,2004-05,1497,1610612765,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1498|1610612760,2004-05,1498,1610612760,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1499|1610612753,2004-05,1499,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1500|1610612751,2004-05,1500,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1501|1610612752,2004-05,1501,1610612752,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1502|1610612744,2004-05,1502,1610612744,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1503|1610612745,2004-05,1503,1610612745,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1504|1610612760,2004-05,1504,1610612760,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1506|1610612754,2004-05,1506,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1507|1610612757,2004-05,1507,1610612757,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1509|1610612753,2004-05,1509,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1510|1610612766,2004-05,1510,1610612766,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1513|1610612754,2004-05,1513,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1517|1610612758,2004-05,1517,1610612758,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1521|1610612751,2004-05,1521,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1531|1610612755,2004-05,1531,1610612755,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1533|1610612754,2004-05,1533,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1536|1610612754,2004-05,1536,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1542|1610612737,2004-05,1542,1610612737,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1548|1610612738,2004-05,1548,1610612738,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1559|1610612741,2004-05,1559,1610612741,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1563|1610612755,2004-05,1563,1610612755,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1594|1610612746,2004-05,1594,1610612746,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|15|1610612741,2004-05,15,1610612741,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1607|1610612750,2004-05,1607,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1630|1610612746,2004-05,1630,1610612746,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1709|1610612750,2004-05,1709,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1710|1610612758,2004-05,1710,1610612758,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1711|1610612738,2004-05,1711,1610612738,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1712|1610612764,2004-05,1712,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1714|1610612739,2004-05,1714,1610612739,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1715|1610612763,2004-05,1715,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1716|1610612764,2004-05,1716,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1717|1610612742,2004-05,1717,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1718|1610612738,2004-05,1718,1610612738,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1719|1610612763,2004-05,1719,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1720|1610612748,2004-05,1720,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1723|1610612762,2004-05,1723,1610612762,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1725|1610612759,2004-05,1725,1610612759,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1727|1610612753,2004-05,1727,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1729|1610612738,2004-05,1729,1610612738,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1733|1610612737,2004-05,1733,1610612737,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1739|1610612757,2004-05,1739,1610612757,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1740|1610612760,2004-05,1740,1610612760,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1743|1610612752,2004-05,1743,1610612752,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1744|1610612760,2004-05,1744,1610612760,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1747|1610612761,2004-05,1747,1610612761,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1752|1610612759,2004-05,1752,1610612759,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1761|1610612743,2004-05,1761,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1763|1610612745,2004-05,1763,1610612745,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1800|1610612748,2004-05,1800,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1802|1610612758,2004-05,1802,1610612758,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1853|1610612750,2004-05,1853,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1863|1610612743,2004-05,1863,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1882|1610612746,2004-05,1882,1610612746,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1883|1610612753,2004-05,1883,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1885|1610612747,2004-05,1885,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1886|1610612754,2004-05,1886,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1887|1610612750,2004-05,1887,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1888|1610612765,2004-05,1888,1610612765,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1889|1610612743,2004-05,1889,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1890|1610612756,2004-05,1890,1610612756,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1891|1610612742,2004-05,1891,1610612742,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1893|1610612762,2004-05,1893,1610612762,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1894|1610612746,2004-05,1894,1610612746,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1897|1610612754,2004-05,1897,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1899|1610612763,2004-05,1899,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1902|1610612754,2004-05,1902,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1904|1610612747,2004-05,1904,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1905|1610612762,2004-05,1905,1610612762,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1908|1610612747,2004-05,1908,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1909|1610612745,2004-05,1909,1610612745,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1913|1610612764,2004-05,1913,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1917|1610612748,2004-05,1917,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1919|1610612764,2004-05,1919,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1921|1610612762,2004-05,1921,1610612762,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1922|1610612743,2004-05,1922,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1924|1610612740,2004-05,1924,1610612740,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1934|1610612751,2004-05,1934,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1938|1610612759,2004-05,1938,1610612759,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1952|1610612762,2004-05,1952,1610612762,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1956|1610612739,2004-05,1956,1610612739,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|1960|1610612761,2004-05,1960,1610612761,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2030|1610612743,2004-05,2030,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2031|1610612763,2004-05,2031,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2032|1610612757,2004-05,2032,1610612757,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2034|1610612763,2004-05,2034,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2035|1610612743,2004-05,2035,1610612743,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2036|1610612747,2004-05,2036,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2037|1610612752,2004-05,2037,1610612752,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2038|1610612757,2004-05,2038,1610612757,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2039|1610612748,2004-05,2039,1610612748,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2041|1610612764,2004-05,2041,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2044|1610612737,2004-05,2044,1610612737,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2045|1610612753,2004-05,2045,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2046|1610612749,2004-05,2046,1610612749,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2047|1610612756,2004-05,2047,1610612756,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2048|1610612740,2004-05,2048,1610612740,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2050|1610612761,2004-05,2050,1610612761,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2052|1610612753,2004-05,2052,1610612753,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2054|1610612763,2004-05,2054,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2055|1610612746,2004-05,2055,1610612746,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2056|1610612766,2004-05,2056,1610612766,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2058|1610612750,2004-05,2058,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2060|1610612746,2004-05,2060,1610612746,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2063|1610612756,2004-05,2063,1610612756,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2072|1610612749,2004-05,2072,1610612749,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2073|1610612763,2004-05,2073,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2074|1610612751,2004-05,2074,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2078|1610612766,2004-05,2078,1610612766,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|208|1610612750,2004-05,208,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2091|1610612749,2004-05,2091,1610612749,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2098|1610612747,2004-05,2098,1610612747,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2109|1610612754,2004-05,2109,1610612754,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|213|1610612741,2004-05,213,1610612741,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2198|1610612764,2004-05,2198,1610612764,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2199|1610612741,2004-05,2199,1610612741,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2200|1610612763,2004-05,2200,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2201|1610612741,2004-05,2201,1610612741,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2202|1610612744,2004-05,2202,1610612744,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2203|1610612763,2004-05,2203,1610612763,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2204|1610612750,2004-05,2204,1610612750,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2205|1610612739,2004-05,2205,1610612739,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2207|1610612756,2004-05,2207,1610612756,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2209|1610612760,2004-05,2209,1610612760,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
2004-05|2210|1610612751,2004-05,2210,1610612751,full_core,exact_canonical_accumulator|provenance_or_other,5,0,False,False,True
