season,source_type,ref,file,rows
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-000,team_game_treb,194
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-000,player_game_treb_on,2080
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-001,team_game_treb,194
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-001,player_game_treb_on,2055
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-002,team_game_treb,190
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-002,player_game_treb_on,1975
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-003,team_game_treb,196
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-003,player_game_treb_on,2035
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-004,team_game_treb,200
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-004,player_game_treb_on,2113
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-005,team_game_treb,190
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-005,player_game_treb_on,2025
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-006,team_game_treb,192
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-006,player_game_treb_on,2019
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-007,team_game_treb,192
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-007,player_game_treb_on,2029
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-008,team_game_treb,186
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-008,player_game_treb_on,1945
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-009,team_game_treb,192
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-009,player_game_treb_on,1992
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-010,team_game_treb,200
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-010,player_game_treb_on,2067
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-011,team_game_treb,192
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-011,player_game_treb_on,1962
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-012,team_game_treb,26
2012-13,historical_exact_batch,refs/remotes/origin/treb-game-facts-2012-batch-012,player_game_treb_on,258
2012-13,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,team_game_treb,64
2012-13,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,player_game_treb_on,687
2012-13,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,team_game_treb,18
2012-13,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,player_game_treb_on,180
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-000,team_game_treb,196
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-000,player_game_treb_on,2085
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-001,team_game_treb,190
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-001,player_game_treb_on,2011
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-002,team_game_treb,186
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-002,player_game_treb_on,1964
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-003,team_game_treb,190
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-003,player_game_treb_on,1962
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-004,team_game_treb,182
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-004,player_game_treb_on,1895
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-005,team_game_treb,194
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-005,player_game_treb_on,2031
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-006,team_game_treb,198
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-006,player_game_treb_on,2034
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-007,team_game_treb,196
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-007,player_game_treb_on,1996
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-008,team_game_treb,192
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-008,player_game_treb_on,1976
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-009,team_game_treb,188
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-009,player_game_treb_on,2007
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-010,team_game_treb,194
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-010,player_game_treb_on,2023
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-011,team_game_treb,190
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-011,player_game_treb_on,1935
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-012,team_game_treb,60
2013-14,historical_exact_batch,refs/remotes/origin/treb-game-facts-2013-batch-012,player_game_treb_on,602
2013-14,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,team_game_treb,76
2013-14,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,player_game_treb_on,809
2013-14,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,team_game_treb,26
2013-14,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,player_game_treb_on,257
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-000,team_game_treb,194
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-000,player_game_treb_on,2067
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-001,team_game_treb,190
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-001,player_game_treb_on,2036
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-002,team_game_treb,192
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-002,player_game_treb_on,2038
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-003,team_game_treb,188
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-003,player_game_treb_on,1974
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-004,team_game_treb,192
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-004,player_game_treb_on,2041
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-005,team_game_treb,188
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-005,player_game_treb_on,1995
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-006,team_game_treb,198
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-006,player_game_treb_on,2108
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-007,team_game_treb,194
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-007,player_game_treb_on,2044
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-008,team_game_treb,180
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-008,player_game_treb_on,1892
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-009,team_game_treb,194
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-009,player_game_treb_on,2032
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-010,team_game_treb,190
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-010,player_game_treb_on,1986
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-011,team_game_treb,200
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-011,player_game_treb_on,2111
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-012,team_game_treb,60
2014-15,historical_exact_batch,refs/remotes/origin/treb-game-facts-2014-batch-012,player_game_treb_on,618
2014-15,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,team_game_treb,76
2014-15,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,player_game_treb_on,795
2014-15,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,team_game_treb,24
2014-15,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,player_game_treb_on,237
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-000,team_game_treb,190
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-000,player_game_treb_on,2092
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-001,team_game_treb,194
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-001,player_game_treb_on,2073
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-002,team_game_treb,186
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-002,player_game_treb_on,2004
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-003,team_game_treb,192
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-003,player_game_treb_on,2049
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-004,team_game_treb,190
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-004,player_game_treb_on,2012
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-005,team_game_treb,194
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-005,player_game_treb_on,2034
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-006,team_game_treb,188
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-006,player_game_treb_on,2042
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-007,team_game_treb,194
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-007,player_game_treb_on,2012
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-008,team_game_treb,196
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-008,player_game_treb_on,2090
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-009,team_game_treb,190
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-009,player_game_treb_on,1978
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-010,team_game_treb,198
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-010,player_game_treb_on,2079
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-011,team_game_treb,182
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-011,player_game_treb_on,1893
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-012,team_game_treb,60
2015-16,historical_exact_batch,refs/remotes/origin/treb-game-facts-2015-batch-012,player_game_treb_on,612
2015-16,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,team_game_treb,82
2015-16,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,player_game_treb_on,859
2015-16,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,team_game_treb,20
2015-16,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,player_game_treb_on,199
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-000,team_game_treb,196
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-000,player_game_treb_on,2152
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-001,team_game_treb,192
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-001,player_game_treb_on,2069
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-002,team_game_treb,190
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-002,player_game_treb_on,2057
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-003,team_game_treb,192
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-003,player_game_treb_on,2036
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-004,team_game_treb,190
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-004,player_game_treb_on,2016
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-005,team_game_treb,192
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-005,player_game_treb_on,2023
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-006,team_game_treb,192
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-006,player_game_treb_on,2016
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-007,team_game_treb,194
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-007,player_game_treb_on,2048
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-008,team_game_treb,200
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-008,player_game_treb_on,2120
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-009,team_game_treb,198
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-009,player_game_treb_on,2095
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-010,team_game_treb,196
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-010,player_game_treb_on,2104
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-011,team_game_treb,190
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-011,player_game_treb_on,1953
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-012,team_game_treb,60
2016-17,historical_exact_batch,refs/remotes/origin/treb-game-facts-2016-batch-012,player_game_treb_on,635
2016-17,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,team_game_treb,66
2016-17,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,player_game_treb_on,692
2016-17,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,team_game_treb,10
2016-17,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,player_game_treb_on,98
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-000,team_game_treb,156
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-000,player_game_treb_on,1686
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-001,team_game_treb,166
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-001,player_game_treb_on,1780
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-002,team_game_treb,172
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-002,player_game_treb_on,1859
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-003,team_game_treb,180
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-003,player_game_treb_on,1897
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-004,team_game_treb,192
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-004,player_game_treb_on,2018
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-005,team_game_treb,180
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-005,player_game_treb_on,1903
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-006,team_game_treb,190
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-006,player_game_treb_on,1998
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-007,team_game_treb,188
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-007,player_game_treb_on,2008
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-008,team_game_treb,180
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-008,player_game_treb_on,1911
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-009,team_game_treb,188
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-009,player_game_treb_on,1980
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-010,team_game_treb,194
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-010,player_game_treb_on,2020
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-011,team_game_treb,188
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-011,player_game_treb_on,1985
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-012,team_game_treb,56
2017-18,historical_exact_batch,refs/remotes/origin/treb-game-facts-2017-batch-012,player_game_treb_on,607
2017-18,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,team_game_treb,92
2017-18,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,player_game_treb_on,955
2017-18,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,team_game_treb,92
2017-18,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,player_game_treb_on,988
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-000,team_game_treb,188
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-000,player_game_treb_on,2051
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-001,team_game_treb,184
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-001,player_game_treb_on,1949
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-002,team_game_treb,190
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-002,player_game_treb_on,2005
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-003,team_game_treb,170
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-003,player_game_treb_on,1812
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-004,team_game_treb,194
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-004,player_game_treb_on,2028
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-005,team_game_treb,180
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-005,player_game_treb_on,1924
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-006,team_game_treb,184
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-006,player_game_treb_on,1974
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-007,team_game_treb,192
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-007,player_game_treb_on,2010
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-008,team_game_treb,188
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-008,player_game_treb_on,1987
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-009,team_game_treb,190
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-009,player_game_treb_on,1985
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-010,team_game_treb,188
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-010,player_game_treb_on,1990
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-011,team_game_treb,190
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-011,player_game_treb_on,2005
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-012,team_game_treb,56
2018-19,historical_exact_batch,refs/remotes/origin/treb-game-facts-2018-batch-012,player_game_treb_on,575
2018-19,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,team_game_treb,114
2018-19,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,player_game_treb_on,1245
2018-19,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,team_game_treb,40
2018-19,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,player_game_treb_on,422
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-000,team_game_treb,188
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-000,player_game_treb_on,2017
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-001,team_game_treb,188
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-001,player_game_treb_on,1986
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-002,team_game_treb,194
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-002,player_game_treb_on,2052
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-003,team_game_treb,190
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-003,player_game_treb_on,2006
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-004,team_game_treb,186
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-004,player_game_treb_on,1976
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-005,team_game_treb,192
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-005,player_game_treb_on,2045
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-006,team_game_treb,188
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-006,player_game_treb_on,1992
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-007,team_game_treb,194
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-007,player_game_treb_on,2026
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-008,team_game_treb,186
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-008,player_game_treb_on,1945
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-009,team_game_treb,196
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-009,player_game_treb_on,2033
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-010,team_game_treb,108
2019-20,historical_exact_batch,refs/remotes/origin/treb-game-facts-2019-batch-010,player_game_treb_on,1167
2019-20,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,team_game_treb,72
2019-20,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,player_game_treb_on,760
2019-20,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,team_game_treb,18
2019-20,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,player_game_treb_on,181
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-000,team_game_treb,186
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-000,player_game_treb_on,2060
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-001,team_game_treb,192
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-001,player_game_treb_on,2042
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-002,team_game_treb,190
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-002,player_game_treb_on,2035
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-003,team_game_treb,192
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-003,player_game_treb_on,2009
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-004,team_game_treb,188
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-004,player_game_treb_on,1959
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-005,team_game_treb,194
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-005,player_game_treb_on,2029
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-006,team_game_treb,184
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-006,player_game_treb_on,1959
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-007,team_game_treb,194
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-007,player_game_treb_on,2109
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-008,team_game_treb,196
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-008,player_game_treb_on,2128
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-009,team_game_treb,188
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-009,player_game_treb_on,2018
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-010,team_game_treb,152
2020-21,historical_exact_batch,refs/remotes/origin/treb-game-facts-2020-batch-010,player_game_treb_on,1591
2020-21,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,team_game_treb,82
2020-21,exact_repair_wave1,refs/remotes/origin/treb-game-fact-repair-wave1,player_game_treb_on,900
2020-21,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,team_game_treb,14
2020-21,exact_fast_final_repair,refs/remotes/origin/treb-fast-final-repair-wave,player_game_treb_on,136
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-000,team_game_treb,194
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-000,player_game_treb_on,2152
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-001,team_game_treb,188
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-001,player_game_treb_on,2009
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-002,team_game_treb,182
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-002,player_game_treb_on,1995
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-003,team_game_treb,186
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-003,player_game_treb_on,2004
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-004,team_game_treb,188
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-004,player_game_treb_on,1969
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-005,team_game_treb,192
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-005,player_game_treb_on,2034
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-006,team_game_treb,192
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-006,player_game_treb_on,2027
2021-22,historical_exact_batch,refs/remotes/origin/treb-game-facts-2021-batch-007,team_game_treb,184
